row_id,text,original_label,story_id,message_type,hierarchy_l1,hierarchy_l2,hierarchy_l3,hierarchy_l4,hierarchy_l5,hierarchy,hF1_path,hF1_ancestors,story_size,review_status,review_reason
112,"🇺🇸 Заключенная между США и Украиной сделка по ресурсам НЕ предусматривает американских гарантий безопасности, — New York Times

Как пишет газета, соглашение вряд ли окажет какое-либо влияние на ситуацию вокруг конфликта на Украине. Однако точно ясно, что теперь США вряд ли выйдут из переговорного процесса, так как заинтересованы в получении прибыли из фонда, который будет собираться на деньги от продажи украинских ресурсов.",usa_ukraine_metals,usa_ukraine_rare_earth_deal,opinion,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
113,"🇺🇸 США возобновили поставки оружия на Украину после подписания ресурсной сделки

Украинская газета Kyiv Post со ссылкой на источники сообщает, что администрация Трампа разблокировала коммерческие продажи оружия на Украину после подписания сделки по недрам. 

Белый дом проинформировал Конгресс о намерении позволить экспорт оборонной продукции на Украину через прямые коммерческие продажи на сумму от $50 млн. 

О выделении новых безвозмездных пакетов военной помощи речи не идет. Оружие Украина будет покупать за свои [или заемные] деньги. 

@if_market_news",usa_ukraine_metals,usa_ukraine_rare_earth_deal,fact,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
114,"⚡️ США и Украина подписали соглашение о полезных ископаемых, — Bloomberg

Сделка предоставит США привилегированный доступ к новым инвестиционным проектам по разработке природных ресурсов Украины, включая алюминий, графит, нефть и природный газ.
Это соглашение ясно дает понять России, что администрация Трампа привержена мирному процессу, в центре которого в долгосрочной перспективе будет свободная, суверенная и процветающая Украина, — Бессент.
У США будет право первого требования по прибыли, переведенной в специальный инвестиционный фонд реконструкции, который будет контролироваться Вашингтоном.",usa_ukraine_metals,usa_ukraine_rare_earth_deal,fact,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
115,"⚡️ США на встрече в Лондоне представили 22 конкретных условия для урегулирования конфликта на Украине, Киев на них согласился, — Келлог",russia_ukraine_negotiations,russia_ukraine_peace_negotiations,fact,war_conflicts,russia_ukraine,peace_process,general_negotiations,,war_conflicts/russia_ukraine/peace_process/general_negotiations,root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/peace_process|root/war_conflicts/russia_ukraine/peace_process/general_negotiations|root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,14,review,check_boundary_with_adjacent_story
116,"🚫 Ресурсная сделка между США и Украиной под угрозой срыва: Киев пытается пересмотреть условия, — FT

Три источника издания сообщили, что Украина попыталась пересмотреть условия, согласованные с США на выходных, что поставило под сомнение возможность завершения сделки.

США поставили ультиматум. Когда первый вице-премьер-министр Украины Свириденко вылетела в Вашингтон на подписание рамочного соглашения, Бессент заявил ей, что необходимо подписать весь пакет документов. В том числе детальное соглашение по фонду. Украина же хочет сначала утвердить рамочный документ в парламенте.",usa_ukraine_metals,usa_ukraine_rare_earth_deal,fact,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
117,"⚡️ Украина будет передавать 50% доходов от всех новых лицензий и ренты на добычу полезных ископаемых в совместный с США фонд, — премьер-министр Украины

Украина будет перечислять в фонд деньги, а США смогут в качестве вклада в фонд отправлять Украине оружие. При этом Киев сохраняет за собой контроль за всеми природными ресурсами, недрами и инфраструктурой.

Фонд будет действовать 10 лет и будет инвестировать в развитие Украины. Также соглашение обнуляет торговые пошлины между США и Украиной.

Премьер подтвердил, что соглашение о минералах подпишут в ближайшие сутки.

Уже завтра договор начнут обсуждать депутаты Верховной Рады.",usa_ukraine_metals,usa_ukraine_rare_earth_deal,official_comment,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
118,"🇺🇸 Украина готова подписать с США соглашение о ресурсах уже сегодня, пишет РБК-Украина

Кабинет министров может утвердить текст соглашения. Прямо сейчас согласовываются последние технические детали документа. Вице-премьер, министр экономики страны сейчас находится в Вашингтоне.

Информацию дублирует Bloomberg. «Это может усилить поддержку Киева со стороны Вашингтона».
Согласно документу, США и Украина будут стремиться создавать условия для «увеличения инвестиций в горнодобывающую промышленность, энергетику и смежные отрасли на Украине», — написано в статье.
В качестве вклада в фонд будет учитываться военная помощь США, которую будут оказывать после подписания соглашения. Предыдущую поддержку засчитывать не будут.",usa_ukraine_metals,usa_ukraine_rare_earth_deal,opinion,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
119,"🇺🇸 Мы предложили Украине 22 очень конкретных пункта, и после очень откровенных и трудных обсуждений мы считаем, что находимся в очень хорошей позиции, — спецпредставитель президента США Келлог",usa_ukraine_metals,usa_ukraine_rare_earth_deal,fact,politics,international_relations,usa_ukraine,resources,,politics/international_relations/usa_ukraine/resources,root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,root|root/politics|root/politics/international_relations|root/politics/international_relations/usa_ukraine|root/politics/international_relations/usa_ukraine/resources|root/politics/international_relations/usa_ukraine/resources/usa_ukraine_rare_earth_deal,38,review,check_boundary_with_adjacent_story
120,"🗣 Зеленский убеждал Трампа в Ватикане занять более жёсткую позицию по отношению к Путину и пересмотреть приоритеты, рассказали Axios два источника
Зеленский сказал Трампу, что Путин не сдвинется с места, если на него не окажет давление президент США. Трамп ответил, что ему, возможно, придётся изменить свой подход к Путину, — написано в статье.
На встрече Зеленский ещё раз сообщил, что не признает Крым российским. Впрочем, Трампу этого и не надо. План президента заключается в том, что полуостров российским признают США.

Источники издания утверждают, что Зеленскому удалось изменить мнение Трампа о Путине. После этой встречи Трамп пригрозил России новыми банковскими санкциями, а партнёрам РФ — вторичными ограничениями.",russia_ukraine_negotiations,russia_ukraine_peace_negotiations,opinion,war_conflicts,russia_ukraine,peace_process,general_negotiations,,war_conflicts/russia_ukraine/peace_process/general_negotiations,root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/peace_process|root/war_conflicts/russia_ukraine/peace_process/general_negotiations|root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,14,review,check_boundary_with_adjacent_story
121,"📌 Урегулирование должно быть достигнуто с Украиной, не с США, — Песков, ТАСС

РФ признательна США за усилия по мирному урегулированию на Украине.

Украинский кризис слишком сложен, чтобы быть урегулированным сиюминутно",russia_ukraine_negotiations,russia_ukraine_peace_negotiations,official_comment,war_conflicts,russia_ukraine,peace_process,general_negotiations,,war_conflicts/russia_ukraine/peace_process/general_negotiations,root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/peace_process|root/war_conflicts/russia_ukraine/peace_process/general_negotiations|root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,14,review,check_boundary_with_adjacent_story
122,"🇺🇸 Если в ближайшее время не будет прогресса, США выходят из переговоров, — Госдеп США 

Мы находимся на той стадии, когда Россия и Украина должны предоставить четкие предложения. 

@if_market_news",russia_ukraine_negotiations,russia_ukraine_peace_negotiations,official_comment,war_conflicts,russia_ukraine,peace_process,general_negotiations,,war_conflicts/russia_ukraine/peace_process/general_negotiations,root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/peace_process|root/war_conflicts/russia_ukraine/peace_process/general_negotiations|root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,14,review,check_boundary_with_adjacent_story
123,"⚡️ На границе Индии и Пакистана началась перестрелка, — India Today

Режим прекращения огня был нарушен в Джамму, сектор Паргвал, отмечает издание.

India Today пишет, что нарушение было со стороны Пакистана и это уже «шестой раз». Индийская армия «жестко ответила».",india_pakistan,india_pakistan_kashmir_escalation,fact,war_conflicts,south_asia,india_pakistan,kashmir,,war_conflicts/south_asia/india_pakistan/kashmir,root/war_conflicts/south_asia/india_pakistan/kashmir/india_pakistan_kashmir_escalation,root|root/war_conflicts|root/war_conflicts/south_asia|root/war_conflicts/south_asia/india_pakistan|root/war_conflicts/south_asia/india_pakistan/kashmir|root/war_conflicts/south_asia/india_pakistan/kashmir/india_pakistan_kashmir_escalation,21,ok,
124,"🇮🇳 Моди предоставил вооруженным силам полную свободу в принятии решений о способе, целях и сроках ответа Пакистану на теракт, — Times of India

«Наша национальная решимость — нанести сокрушительный удар терроризму», добавил премьер Индии. Напомним, новый виток эскалации в отношениях между двумя странами начался после теракта в Кашмире, где погибло 27 человек. Индия обвинила Пакистан в содействии.
Страны закрыли границы и воздушное пространство, аннулированы визы, перекрыта подача воды из реки Инд в Пакистан, оборвана торговля.
Министр обороны Пакистана вчера заявил, что вторжение Индии неизбежно. СМИ также писали о якобы его реплике о начале боевых действий в ближайшие дни, но министр опроверг эту информацию.

@if_market_news",india_pakistan,india_pakistan_kashmir_escalation,fact,war_conflicts,south_asia,india_pakistan,kashmir,,war_conflicts/south_asia/india_pakistan/kashmir,root/war_conflicts/south_asia/india_pakistan/kashmir/india_pakistan_kashmir_escalation,root|root/war_conflicts|root/war_conflicts/south_asia|root/war_conflicts/south_asia/india_pakistan|root/war_conflicts/south_asia/india_pakistan/kashmir|root/war_conflicts/south_asia/india_pakistan/kashmir/india_pakistan_kashmir_escalation,21,ok,
125,"🗣 Трамп допустил, что займёт сторону Украины из-за действий России, — The Atlantic
Репортёр
— может ли Путин сделать что-то, что заставит вас сказать: «теперь я на стороне Зеленского»
Трамп
— не обязательно на стороне Зеленского, но на стороне Украины — да, да. Мне было трудно с Зеленским. Вы видели это, когда он сидел в кресле напротив меня.
На вопрос о дальнейшей поддержке Украины Трамп ответил, что помощь не обязательно будет в виде оружия. Возможно, США ужесточат санкции против России, в том числе, против банковской системы.",russia_ukraine_negotiations,russia_ukraine_peace_negotiations,official_comment,war_conflicts,russia_ukraine,peace_process,general_negotiations,,war_conflicts/russia_ukraine/peace_process/general_negotiations,root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/peace_process|root/war_conflicts/russia_ukraine/peace_process/general_negotiations|root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,14,review,check_boundary_with_adjacent_story
126,🇨🇳  Си Цзиньпин прибыл в Москву для участия в мероприятиях 9 мая,9may_politics,vucic_victory_day_moscow_visit,fact,politics,international_relations,russia_serbia,victory_day_80,,politics/international_relations/russia_serbia/victory_day_80,root/politics/international_relations/russia_serbia/victory_day_80/vucic_victory_day_moscow_visit,root|root/politics|root/politics/international_relations|root/politics/international_relations/russia_serbia|root/politics/international_relations/russia_serbia/victory_day_80|root/politics/international_relations/russia_serbia/victory_day_80/vucic_victory_day_moscow_visit,15,review,check_boundary_with_adjacent_story
127,"🇺🇸 США готовы в рамках урегулирования украинского конфликта частично согласиться на территориальные требования России, — Келлог

ТАСС сообщает, что на уступки готова Украина.",russia_ukraine_negotiations,russia_ukraine_peace_negotiations,fact,war_conflicts,russia_ukraine,peace_process,general_negotiations,,war_conflicts/russia_ukraine/peace_process/general_negotiations,root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,root|root/war_conflicts|root/war_conflicts/russia_ukraine|root/war_conflicts/russia_ukraine/peace_process|root/war_conflicts/russia_ukraine/peace_process/general_negotiations|root/war_conflicts/russia_ukraine/peace_process/general_negotiations/russia_ukraine_peace_negotiations,14,review,check_boundary_with_adjacent_story
128,"У осужденной Елены Блиновской есть шансы выйти на свободу по УДО уже в этом году.

Статья, по которой осудили Блиновскую, не является тяжкой, поэтому она может рассчитывать на УДО после половины назначенного срока.

""Королеву марафонов"" приговорили к пяти годам колонии, при этом она уже более года провела в СИЗО, еще около 9 месяцев под арестом. С учетом правил зачтения срока ей останется провести в колонии около трех лет.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
129,"Защита Блиновской позже решит вопрос об обжаловании приговора, сообщила РИА Новости адвокат ""королевы марафонов"".

Пока Блиновская будет находиться в СИЗО - до вступления приговора в силу, на обжалование может уйти несколько месяцев.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
130,"Суд не стал предоставлять Блиновской, у которой есть маленький ребенок, отсрочку от исполнения наказания",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
131,Суд взыскал с Елены Блиновской 587 миллионов рублей,blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
132,"❗️Суд приговорил Елену Блиновскую к пяти годам колонии, передает корреспондент РИА Новости",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
133,"Суд третьего марта огласит приговор ""королеве марафонов"" Блиновской по делу о неуплате налогов, передает корреспондент РИА Новости",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
134,"Арбитражный суд Москвы арестовал недвижимость Блиновской в Москве, Подмосковье и Крыму, а также ее Bentley и Lamborghini, следует из материалов суда",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
135,"❗️Обвинение просит приговорить Елену Блиновскую к шести годам колонии, передает корреспондент РИА Новости",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
136,"Прокурор снизила требования к ""королеве марафонов"" Блиновской с 918 до 587 млн рублей, передает корреспондент РИА Новости из суда.

Причина - выплата части долга по налогам. Изначально сумма претензий вообще превышала миллиард, но часть Блиновская уже погасила.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
137,"Полностью признавшая вину в неуплате налогов Блиновская на допросе в суде назвала свои ""недорогие или бесплатные"" марафоны облегченным вариантом популярной психологии",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
138,"Блиновская в суде полностью признала вину в неуплате налогов, легализации и неправомерном обороте средств платежей.

Также она выразила надежду, что средств от продажи имущества хватит на погашение недоимки по налогам.
С первого дня мы гасим недоимку, насколько это возможно, продолжаем это делать, сейчас это сложно, но, надеюсь, нашего реализованного имущества хватит",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
139,"Окончание исполнительного производства в связи с банкротством ""королевы марафонов"" Блиновской подтвердили РИА Новости в Главном межрегиональном управлении ФССП",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
140,"Исполнительное производство о взыскании с Блиновской более 1,1 млрд рублей по налогам прекращено.

Согласно документам, с которыми ознакомилось РИА Новости, в конце ноября 2024 года было вынесено решение о прекращении взыскания из-за банкротства блогера.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
141,"Блиновская обжаловала решение о собственном банкротстве, говорится в картотеке арбитражных дел",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
142,"ФНС ликвидировала ИП ""королевы марафонов"" Блиновской в связи с банкротством, следует из регистрационных документов, с которыми ознакомилось РИА Новости. 

В качестве его основной деятельности указано дополнительное образование детей и взрослых.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
143,"Бухгалтер Блиновской заявила в суде, что согласовывала с ""королевой марафонов"" суммы налогов. 

Блиновская ранее призналась в неуплате налогов, но отрицала вину в легализации денег и неправомерном обороте средств платежей. По ее словам, в спорный период она не интересовалась бухгалтерией, поскольку была сосредоточена на новорожденной дочери и проведении марафонов.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
144,"Блиновская перед задержанием предложила всем своим сотрудникам уволиться. Это следует из показаний свидетельницы, оглашенных прокурором.
В апреле 2023 года Блиновская и Блиновский собрали сотрудников и предложили всем уволиться по собственному желанию. Я уволилась
Свидетельница работала специалистом SMM – находила блогеров и предлагала им по бартеру пройти марафон за рекламу. В среднем зарабатывала в месяц 250 тысяч рублей.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
145,"""Королева марафонов"" Блиновская, признанная в России банкротом, владеет элитной недвижимостью в нескольких новейших и востребованных районах Дубая, следует из регистрационных документов эмирата, с которыми ознакомилось РИА Новости",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
146,"Суд в Москве по заявлению ""королевы марафонов"" Блиновской признал ее банкротом и открыл процедуру реализации имущества, следует из решения инстанции",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
147,"Блиновская может погасить задолженность по налогам до конца года, заявил юрист из ее команды. По его словам, для этого она намерена продать дом за 600 млн рублей. 

По данным следствия, Блиновская при посредничестве супруга уклонилась от уплаты налогов в размере 906 млн рублей, из которых они незаконно легализовали 716 млн.",blin,blinovskaya_tax_case,official_comment,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
148,"Савеловский суд Москвы 21 ноября продолжит рассматривать дело ""королевы марафонов"" Елены Блиновской, которая не уплатила почти миллиард рублей налогов. 

В четверг суд допросил ее бывшую личную помощницу. Она рассказала, что не знает, с каких счетов оплачивались расходы ""королевы марафонов"". Кроме того, по ее словам, у Блиновской была бурная жизнь.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
149,"Блиновскую, обвиняемую в легализации денег и неуплате налогов, доставили в суд, где сегодня проходят слушания и допрос свидетелей по делу ""королевы марафонов"", передает корреспондент РИА Новости",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
150,"Елена Блиновская, которую судят за неуплату налогов, перед заседанием суда не стала отвечать на вопросы о задержании своего мужа в зоне спецоперации",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
151,"Блиновская в суде заявила, что бухгалтерия ее ""интересовала в последний момент"", потому что в 2019 у нее родился ребенок, с которым она практически не расставалась.

""Королева марафонов"", признав вину в неуплате налогов, отвергла обвинения в незаконной легализации доходов и неправомерном обороте платежных средств.",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
152,Блиновская обжаловала в кассации привлечение к ответственности за налоговое правонарушение и начисление ей более 1 млрд рублей налогов,blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
153,"""Королева марафонов"" Блиновская встретила свой 43-й день рождения в СИЗО, на досуге она рисует картины, рассказала член ОНК Москвы Мария Ботова:
Арестованная ни на что не жаловалась, встретив посетителей с улыбкой в нарядном платье. Досуг в камере, где с ней соседствуют еще две арестантки, Блиновская сейчас проводит, рисуя картины. Одно из ее свежих полотен — натюрморт с цветами",blin,blinovskaya_tax_case,fact,society,russia,legal_cases,tax_evasion,,society/russia/legal_cases/tax_evasion,root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,root|root/society|root/society/russia|root/society/russia/legal_cases|root/society/russia/legal_cases/tax_evasion|root/society/russia/legal_cases/tax_evasion/blinovskaya_tax_case,38,ok,
